filename,transcription
common_voice_en_100837.mp3, The boy wanted to believe that his friend had simply become separated from him by accident.
common_voice_en_100838.mp3, He took his money from his pouch and showed it to the young man.
common_voice_en_100839.mp3, then suddenly you noticed it with a start
common_voice_en_10084.mp3, The houses were squeezed together like sardines.
common_voice_en_100840.mp3," This morning, I found a calculator if to my Wii."
common_voice_en_100841.mp3," Never stop dreaming, the old king had said."
common_voice_en_100842.mp3, The steel of its blade glittered in the light of the moon.
common_voice_en_100843.mp3, And the falcon then nourishes man.
common_voice_en_100844.mp3, And he looked out over the desert that had brought him to the woman he loved.
common_voice_en_100845.mp3, He was more certain of it than of anything in the world.
common_voice_en_100846.mp3, tomorrow sell your camel and buy a horse
common_voice_en_100847.mp3," From then on, he would make his own decisions."
common_voice_en_100848.mp3, I just want to dream about Mecca.
common_voice_en_100849.mp3, It was the time of day when all of Spain slept during the summer.
common_voice_en_10085.mp3, She got the Congressional Medal of Honor.
common_voice_en_100850.mp3, The Englishman was disappointed.
common_voice_en_100851.mp3," It is I who dared to do so, said the boy."
common_voice_en_100852.mp3, The burning fire had been extinguished.
common_voice_en_100853.mp3," On the following day, the first clear sign of danger appeared."
common_voice_en_100854.mp3, maybe because that wasn't really his dream.
common_voice_en_100855.mp3," I can clean up those glasses in the window if you want, said the boy."
common_voice_en_100856.mp3," Now, I'm beginning what I could have started ten years ago."
common_voice_en_100857.mp3, The plumber tightened the leaking wealth.
common_voice_en_100858.mp3, I'm sure she'll be alright.
common_voice_en_100859.mp3, The Englishman was unable to sleep one night.
common_voice_en_10086.mp3, Each sentence should not even be off by one word.
common_voice_en_100860.mp3, Now where was that hat?
common_voice_en_100861.mp3, You've got the money.
common_voice_en_100862.mp3, What do you want to know?
common_voice_en_100863.mp3, I have a problem with how you motivate the method.
common_voice_en_100864.mp3, And I'm afraid we won't it back
common_voice_en_100865.mp3, The reprieve for George.
common_voice_en_100866.mp3, She was throwing snowballs at the sky.
common_voice_en_100867.mp3, Maggie and Uncle Kenny sold war bonds.
common_voice_en_100868.mp3, They were people of the desert and clay mod to hear his stories about the great cities.
common_voice_en_100869.mp3, Where do you live?
common_voice_en_10087.mp3, Oxygen is essential to life on Earth as is water.
common_voice_en_100870.mp3, And I told Harry I thought I'd be bored to death.
common_voice_en_100871.mp3, You've only had five meals today.
common_voice_en_10087158.mp3, tea in thin china has a sweet taste
common_voice_en_10087159.mp3, Hasty judgements are generally faulty.
common_voice_en_10087160.mp3, What is my function?
common_voice_en_10087161.mp3, The water in this well is a source of good health.
common_voice_en_10087162.mp3, He proposed the solution.
common_voice_en_10087163.mp3, Didn't you know that?
common_voice_en_10087164.mp3, You have developed a serious case of pionomia.
common_voice_en_10087165.mp3, Have you ever heard the national anthem of South Korea?
common_voice_en_10087166.mp3, Greeting has burst the bag.
common_voice_en_10087167.mp3, Was that question rhetorical?
common_voice_en_10087168.mp3, The International Space Station is an awesome project.
common_voice_en_10087169.mp3, The vertex was out of an alignment.
common_voice_en_10087170.mp3," Tabito, on the other hand, chose a more pragmatic approach."
common_voice_en_10087171.mp3, The goose was brought straight from the old market.
common_voice_en_10087172.mp3," Three for a dime, the young peddler cried."
common_voice_en_100872.mp3, The sun thought for a minute.
common_voice_en_100873.mp3, That's what she did to me.
common_voice_en_100874.mp3," I do not know how to find life in the desert, the boy said."
common_voice_en_100875.mp3, Mae'n gweithio'n gweithio'n gweithio.
common_voice_en_100876.mp3, Rydyn ni'n gwybodaeth i'r unrhyw hwnnw i'r unrhyw hwnnw i'r unrhyw hwnnw i'r unrhyw hwnnw i'r unrhyw hwnnw.
common_voice_en_100877.mp3," I'm a woman of the desert, she said, averting her face."
common_voice_en_100878.mp3, I'm going back to doing just what I did before to buy thought.
common_voice_en_100879.mp3, Imagine if everyone went around transforming lead into gold.
common_voice_en_10088.mp3, You've got about two minutes.
common_voice_en_100880.mp3, Where do you live? Shout to the boy. That's a horseman right away.
common_voice_en_100881.mp3, The boy preferred wine.
common_voice_en_100882.mp3," Tomorrow, at this same time, bring me a tenth of the off lock."
common_voice_en_100883.mp3," It's too bug that it's quickly going to forget my name, he thought."
common_voice_en_100884.mp3," Don't give in to your fears, said the alchemist, in a strangely gentle voice."
common_voice_en_100885.mp3, but they don't count
common_voice_en_100886.mp3," I heard what you were talking about the other day with the alchemist, the wind said."
common_voice_en_100887.mp3," So you know about love, the boy said."
common_voice_en_100888.mp3, The shop was busy and the manaster shepherd to wait until the afternoon.
common_voice_en_100889.mp3," Cymru'r newydd yn ychydig, rydyn ni'n ddysgu'r ystyr sydd."
common_voice_en_10089.mp3, That's over to him a little.
common_voice_en_100890.mp3," There's no danger, the boy said, when they had moved on past the encampment."
common_voice_en_100891.mp3," Mae'r gweithio, ychydig, ychydig, ychydig a'r gweithio."
